number,name,available,bustype,angle,magnitude,voltage_limits,base_voltage,area,load_zone
2856,bus-2856,true,PQ,-0.027041429982573764,1.0,"(min = 0.94, max = 1.06)",500.0,0,0
6560,bus-6560,true,PQ,0.00030840021115281985,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3172,bus-3172,true,PQ,-0.032634918241631734,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7296,bus-7296,true,PQ,-0.03419759180608785,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2410,bus-2410,true,PQ,-0.0338546023194798,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4248,bus-4248,true,PQ,0.01730134560388795,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4653,bus-4653,true,PQ,-0.03244573397549351,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6347,bus-6347,true,PQ,-0.0005641681040855613,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1071,bus-1071,true,PQ,0.007942304300024336,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8549,bus-8549,true,PQ,0.004116578341449139,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2567,bus-2567,true,PQ,0.014789811103041454,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
166,bus-166,true,PV,-0.05319188805702742,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3691,bus-3691,true,PQ,-0.034100051288313345,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4881,bus-4881,true,PQ,-0.0004317249090633636,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3930,bus-3930,true,PQ,-0.03390876006070211,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6142,bus-6142,true,PQ,-0.0010306273935328342,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
116,bus-116,true,PV,-0.020039274092393485,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2964,bus-2964,true,PQ,-0.03459348920364085,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
435,bus-435,true,PQ,-0.00044037559684895926,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3397,bus-3397,true,PQ,-0.03300308567349613,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3063,bus-3063,true,PQ,-0.031053650811989495,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2091,bus-2091,true,PV,-0.002090280663214544,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6489,bus-6489,true,PQ,0.002504640694647212,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8177,bus-8177,true,PQ,-0.0367313887320351,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1305,bus-1305,true,PQ,-0.0369775354835036,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
559,bus-559,true,PV,0.0006265411519849099,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
985,bus-985,true,PQ,-0.035009485289261046,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5387,bus-5387,true,PQ,-0.0031244641144837684,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
367,bus-367,true,PV,-0.0013085469477360225,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1612,bus-1612,true,PQ,-0.03382711373282674,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5354,bus-5354,true,PQ,0.0007015436501884432,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5667,bus-5667,true,PQ,0.0014916356654242908,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6383,bus-6383,true,PQ,-0.0007634566205703199,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2047,bus-2047,true,PQ,-0.0017877323577840897,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4925,bus-4925,true,PQ,-0.0036629747388650115,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7779,bus-7779,true,PQ,-0.03194012169050164,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
744,bus-744,true,PV,-0.035479221807879394,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6165,bus-6165,true,PQ,-0.000861332967618178,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2393,bus-2393,true,PQ,0.0021854045457468615,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3203,bus-3203,true,PQ,-0.032203005276832126,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3520,bus-3520,true,PQ,-0.03243844774946521,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2912,bus-2912,true,PQ,-0.005717319456753427,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6514,bus-6514,true,PQ,0.0029885179057718074,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4999,bus-4999,true,PQ,-0.0038698162916061527,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3848,bus-3848,true,PQ,-0.03205026959412792,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8365,bus-8365,true,PQ,-0.0003811687629629584,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
4822,bus-4822,true,PQ,0.0031749508872370657,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8608,bus-8608,true,PQ,-0.0008998501065550189,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8265,bus-8265,true,PQ,-0.03042259787393244,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5495,bus-5495,true,PQ,0.0026702440790611287,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1456,bus-1456,true,PQ,0.006885445775459296,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6495,bus-6495,true,PQ,0.0028187734135482682,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1162,bus-1162,true,PQ,-0.03126515242874005,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6303,bus-6303,true,PQ,-0.0017724065169025722,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5075,bus-5075,true,PQ,0.0027997378578883446,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3359,bus-3359,true,PQ,-0.031246419111746693,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
4687,bus-4687,true,PQ,0.003472534271997664,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
819,bus-819,true,PQ,-0.034916408276515584,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3913,bus-3913,true,PQ,-0.03423004044394215,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3212,bus-3212,true,PQ,-0.03336446168017516,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1329,bus-1329,true,PV,-0.03301624580512202,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1781,bus-1781,true,PQ,-0.032244290167623424,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6902,bus-6902,true,PQ,0.0066280036021377515,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1681,bus-1681,true,PV,-0.0011371115264279445,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6552,bus-6552,true,PQ,-9.160915960313516e-6,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8383,bus-8383,true,PQ,-0.036417321270994785,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8407,bus-8407,true,PQ,-0.030816977707700834,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2055,bus-2055,true,PQ,-0.0006940502902298452,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3916,bus-3916,true,PQ,-0.03268435172563475,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4531,bus-4531,true,PQ,-0.03234609155770083,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1485,bus-1485,true,PQ,-0.03764399905768852,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2003,bus-2003,true,PQ,0.002551089683082605,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
316,bus-316,true,PQ,-0.008633000688769061,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5470,bus-5470,true,PQ,0.0009378062495463791,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5887,bus-5887,true,PQ,0.0006542604554571206,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7859,bus-7859,true,PQ,-0.03472190599214654,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
347,bus-347,true,PV,0.0002312722230609398,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
6035,bus-6035,true,PQ,-0.0013961499237781574,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3413,bus-3413,true,PQ,-0.03139785679308619,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3282,bus-3282,true,PQ,-0.011727950465296861,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
826,bus-826,true,PQ,-0.034526027864728144,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5319,bus-5319,true,PQ,0.0010927544006222,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6161,bus-6161,true,PQ,-0.0007881977116602199,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5945,bus-5945,true,PQ,-0.0006993447011372093,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7930,bus-7930,true,PQ,-0.029710464618276432,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
638,bus-638,true,PV,-0.027271967905475817,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8759,bus-8759,true,PQ,0.009805116097106707,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8708,bus-8708,true,PQ,0.0035794626016593823,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6945,bus-6945,true,PQ,0.007542214028196096,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
147,bus-147,true,PQ,-0.010154632312265755,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1119,bus-1119,true,PQ,0.005199204016972704,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4048,bus-4048,true,PQ,-0.023628307556072026,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4180,bus-4180,true,PQ,-0.02487349979547092,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6491,bus-6491,true,PQ,0.003106893204225533,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
1276,bus-1276,true,PQ,-0.03145075894444461,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8455,bus-8455,true,PQ,-0.001303579154254218,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8604,bus-8604,true,PQ,0.016691974402436225,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6721,bus-6721,true,PQ,0.0033736283831493226,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6664,bus-6664,true,PQ,0.002448117002544192,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4144,bus-4144,true,PQ,-0.028517474653205917,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4336,bus-4336,true,PQ,-0.03516127343271434,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3692,bus-3692,true,PQ,-0.03391675122521529,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6263,bus-6263,true,PQ,0.0007982022007320393,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3940,bus-3940,true,PQ,-0.033663633803247266,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4073,bus-4073,true,PQ,-0.02064588090174956,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6766,bus-6766,true,PQ,2.13129748888603e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1988,bus-1988,true,PQ,-0.0033127949669776455,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
261,bus-261,true,PQ,-0.00571805029592441,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2768,bus-2768,true,PQ,-0.03664837755668468,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1550,bus-1550,true,PQ,-0.02923313347395095,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3624,bus-3624,true,PQ,-0.03743218328167261,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
997,bus-997,true,PQ,0.003217608846004202,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2779,bus-2779,true,PQ,-0.03428876466461938,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8125,bus-8125,true,PQ,-0.0008872062328498957,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3522,bus-3522,true,PQ,-0.033708093273415014,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1026,bus-1026,true,PQ,-2.7726475728238817e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3084,bus-3084,true,PQ,-0.03231492852937354,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3552,bus-3552,true,PQ,0.011360650846043142,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2932,bus-2932,true,PQ,-0.030454142431234208,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3875,bus-3875,true,PQ,-0.03221056098169694,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
956,bus-956,true,PQ,-0.03370967838144168,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1079,bus-1079,true,PQ,0.004359895268428322,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5132,bus-5132,true,PQ,0.008303106634431531,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8719,bus-8719,true,PQ,0.006264223753479947,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
272,bus-272,true,PQ,-0.0055034639842538825,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1240,bus-1240,true,PQ,-0.03381775335751537,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5371,bus-5371,true,PQ,-0.0010622631477786794,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
207,bus-207,true,PV,0.014263602676238989,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1606,bus-1606,true,PV,0.0051751991249599175,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
525,bus-525,true,PV,0.00015446094800018024,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3978,bus-3978,true,PQ,-0.031554247020711135,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1623,bus-1623,true,PV,-0.02991790921718072,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1950,bus-1950,true,PQ,-0.033841585479385504,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2584,bus-2584,true,PQ,0.01579854985293146,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6926,bus-6926,true,PQ,0.006994435775299934,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2192,bus-2192,true,PQ,-0.010522804945211317,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2454,bus-2454,true,PQ,0.0007818061955116984,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3576,bus-3576,true,PQ,-0.03424166451129336,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4509,bus-4509,true,PQ,-0.03211646661653049,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6978,bus-6978,true,PQ,0.007779698780400108,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7853,bus-7853,true,PQ,0.01458263064226616,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4745,bus-4745,true,PQ,0.0015492047242281221,1.0,"(min = 0.94, max = 1.06)",500.0,0,0
7858,bus-7858,true,PQ,-0.035835885774643896,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7881,bus-7881,true,PQ,-0.003323402886185049,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2641,bus-2641,true,PQ,0.00033675699264366297,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3144,bus-3144,true,PQ,-0.03279600864093231,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6277,bus-6277,true,PQ,-2.509802505909985e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8229,bus-8229,true,PQ,0.015330499252557363,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
848,bus-848,true,PQ,-0.03496563877872659,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2663,bus-2663,true,PQ,0.0016511591168490692,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3990,bus-3990,true,PQ,-0.031996578903013446,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6471,bus-6471,true,PQ,-0.0015769698111772713,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4133,bus-4133,true,PQ,-0.015426135284505385,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3070,bus-3070,true,PQ,-0.030330229813929143,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
1643,bus-1643,true,PV,-0.011248560565492309,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3019,bus-3019,true,PQ,-0.04981720284210943,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4496,bus-4496,true,PQ,-0.031065793940260246,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
6389,bus-6389,true,PQ,-0.0008066134467975538,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8195,bus-8195,true,PQ,-0.02695369193201016,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3979,bus-3979,true,PQ,-0.03144601479047184,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3332,bus-3332,true,PQ,-0.030026336924296244,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
4176,bus-4176,true,PQ,-0.024682358491642433,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4237,bus-4237,true,PQ,-0.006352608047105688,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7638,bus-7638,true,PQ,-0.03191563611735956,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8112,bus-8112,true,PQ,-0.03201503802878132,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8844,bus-8844,true,PQ,-0.035470959419200455,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1128,bus-1128,true,PV,-0.03257921623308726,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
1462,bus-1462,true,PQ,0.004391413872684115,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2279,bus-2279,true,PQ,0.005501405211321523,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
140,bus-140,true,PQ,-0.011970391149725076,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
445,bus-445,true,PQ,-0.0011474303946766087,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4706,bus-4706,true,PQ,0.004496179721949319,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3643,bus-3643,true,PQ,-0.03484019864926018,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5096,bus-5096,true,PQ,0.0049229526397419265,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3024,bus-3024,true,PQ,-0.03825366944348062,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5304,bus-5304,true,PQ,0.0005316393608545796,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6109,bus-6109,true,PQ,0.00051618416664088,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4313,bus-4313,true,PQ,-0.0308446228503878,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
6989,bus-6989,true,PQ,0.011822536472260297,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7674,bus-7674,true,PQ,0.005349066573568858,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7871,bus-7871,true,PQ,0.0021496794361943743,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7245,bus-7245,true,PQ,-0.034611515836820074,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2921,bus-2921,true,PQ,-0.03217888081231228,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7913,bus-7913,true,PQ,-0.021489534839452998,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3933,bus-3933,true,PQ,-0.03418892327929197,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3610,bus-3610,true,PQ,-0.037141816519209746,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2989,bus-2989,true,PQ,-0.0329352661930209,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7272,bus-7272,true,PQ,-0.03458375794586343,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5789,bus-5789,true,PQ,-8.83188687369998e-6,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7451,bus-7451,true,PQ,-0.03392253158116497,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7042,bus-7042,true,PQ,0.0048027735784128495,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7436,bus-7436,true,PQ,-0.03303373348062822,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2266,bus-2266,true,PQ,0.015530524544077887,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8199,bus-8199,true,PV,0.008443711144370357,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7742,bus-7742,true,PQ,-0.032254680461726394,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5541,bus-5541,true,PQ,0.0096845964347741,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8769,bus-8769,true,PQ,0.016003367120446258,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1531,bus-1531,true,PQ,0.004136271327731704,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2306,bus-2306,true,PV,-0.03229923191074573,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8248,bus-8248,true,PQ,0.008820799844159613,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7829,bus-7829,true,PQ,-0.03363267253498151,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2029,bus-2029,true,PQ,0.01108948954704288,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6255,bus-6255,true,PQ,-0.000320520438958455,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6873,bus-6873,true,PQ,0.007212135684542847,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3312,bus-3312,true,PQ,-0.005927716332447345,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
436,bus-436,true,PQ,-0.0008339569878631271,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5037,bus-5037,true,PQ,-0.0034212010494637348,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7529,bus-7529,true,PQ,-0.03142680412592806,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8148,bus-8148,true,PV,-0.03217284319483086,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5645,bus-5645,true,PQ,0.0014553107944183072,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1295,bus-1295,true,PQ,-0.036168058059613935,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4331,bus-4331,true,PQ,-0.034562617994364504,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2614,bus-2614,true,PQ,0.016326637929525153,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7854,bus-7854,true,PQ,0.00038359634316488647,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7483,bus-7483,true,PQ,-0.03191241319236283,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4427,bus-4427,true,PQ,-0.032472881524810725,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6172,bus-6172,true,PQ,-0.0008164122749969643,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6954,bus-6954,true,PQ,0.007356242546691651,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
955,bus-955,true,PQ,-0.03463559125758794,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3007,bus-3007,true,PQ,-0.03261600864638393,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7574,bus-7574,true,PQ,-0.030345725370627123,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3066,bus-3066,true,PQ,-0.031043567346769024,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7706,bus-7706,true,PQ,-0.034461559940015526,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8790,bus-8790,true,PV,0.007660090668629235,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8193,bus-8193,true,PQ,0.0032583223159983986,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6547,bus-6547,true,PQ,-0.0011566099468961557,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6859,bus-6859,true,PQ,0.005955398406301281,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6083,bus-6083,true,PQ,-0.0001374214463423472,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
862,bus-862,true,PQ,-0.034685341169784334,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4418,bus-4418,true,PQ,-0.030097293285036075,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
6225,bus-6225,true,PQ,-0.0006102113785190238,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8372,bus-8372,true,PQ,-0.00332522853548922,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5375,bus-5375,true,PQ,-0.0033936817101092543,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7358,bus-7358,true,PQ,-0.03495350280630578,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
535,bus-535,true,PV,-0.0007828293005379004,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7291,bus-7291,true,PQ,-0.03433150847613242,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7210,bus-7210,true,PQ,-0.03478375068699341,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1562,bus-1562,true,PQ,-0.039085575046390104,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5881,bus-5881,true,PQ,-2.603604318987209e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4447,bus-4447,true,PQ,-0.03462710791022569,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4565,bus-4565,true,PQ,-0.01159001489539689,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6643,bus-6643,true,PQ,0.009925047234415537,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2760,bus-2760,true,PV,-0.03723933330050642,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
724,bus-724,true,PQ,0.001350628380617994,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5055,bus-5055,true,PQ,-0.001167936446081874,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
388,bus-388,true,PQ,0.000641365959452728,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6979,bus-6979,true,PQ,0.007783953002998551,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2158,bus-2158,true,PV,-0.03409796090746823,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2869,bus-2869,true,PQ,-0.006601860158192497,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1120,bus-1120,true,PQ,0.009521159073775078,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1375,bus-1375,true,PQ,-0.03055579721365444,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4832,bus-4832,true,PQ,0.005123619130323049,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5027,bus-5027,true,PQ,0.00282799658852714,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3375,bus-3375,true,PQ,-0.03040416422997165,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2080,bus-2080,true,PV,-0.00047427378475225037,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5825,bus-5825,true,PQ,-0.0010232149906715898,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2214,bus-2214,true,PQ,-0.0006614846943717074,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4965,bus-4965,true,PQ,-0.0027506697934708236,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7717,bus-7717,true,PQ,-0.029199131143996523,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3389,bus-3389,true,PQ,-0.012565110364466186,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
